periodo;fecha_ticket;der;tipo_de_registro;clasificacion_excel;descripcion_caso
2026-01-01;2026-01-04;9607698;Consulta;No aplica / condiciones;Cliente consulta porque aun no se le reintegro una compra, se verifica que la compra mínima para acceder al beneficio seria de 300mil y sus compras no alcanzaron ese monto
2026-01-01;2026-01-04;9607800;Consulta;No aplica / condiciones;Consulta reintegro de compra combustible, se indica tope de compra alcanzado en mes de diciembre
2026-01-01;2026-01-04;9608507;Consulta;Seguimiento interno;"La cliente consulta sobre el reintegro de una compra realizada el 23/12/2025 en el Supermercado Santa Rita por un monto de Gs. 340.200. Verifico y le indico que la compra cumple con todas las condiciones para recibir el beneficio: fue realizada con tarjeta de crédito, en un comercio adherido y a través del POS de la Red Upay (no alcanzo el tope de nivel 4, 210.000), que el reintegro se acredita en un plazo de hasta 8 días hábiles (sin contar feriados, sábados ni domingos), por lo que le solicito aguardar dicho periodo. Adjunto BYC.
Realizo llamada saliente VC-02010761, cliente responde. Le comento lo verificado, indica que comprende."
2026-01-01;2026-01-04;9608522;Consulta;No aplica / condiciones;"Cliente consulta  por reintegro de biggie  
Se le  indica que no aplica el reclamo, ya que la promo es solo sábado  y domingo  
Agradece la atencion"
2026-01-01;2026-01-04;9608658;Consulta;No aplica / condiciones;Cliente consulta por reintegro, se le informa que abono por el pos de infonet.
2026-01-01;2026-01-04;9609561;Consulta;No aplica / condiciones;Clienta consulta por promocion de bacon by monchis que no se le proceso el reintegro se verifica que estaba en nivel 1 y para el momento de la compra ya llego a su tope de compra
2026-01-01;2026-01-04;9609636;Consulta;No aplica / condiciones;Se indica tope de compra alcanzada según semanal
2026-01-01;2026-01-04;9610590;Consulta;No aplica / condiciones;Cliente consulta sobre el estado de los reintegros correspondientes a las promociones de Petropar y Biggie. Tras la verificación, se confirma que los reintegros no corresponden, ya que no cumplen con los requisitos establecidos en las Bases y Condiciones de dichas campañas.
2026-01-01;2026-01-04;9610602;Consulta;No aplica / condiciones;Cliente reclama que no recibio su reintegro de manera completa, se verifica que alcanzo su tope
2026-01-01;2026-01-04;9611247;Consulta;Reclamo / revision;La clienta se contacta se contacta acerca de un reintegro que no le llego a su marido, le pedimos que se contacte su marido para hacer el reclamo
2026-01-01;2026-01-04;9611389;Consulta;No aplica / condiciones;"➤Motivo del contacto: Cliente contacta a consultar motivo por el cual en su APP ya le figuraba en fecha 29/30/31 de diciembre que ya llego a tope con respecto promoción ""PETROPAR""
➤Verificación realizada: Valido en CW que el mismo ya estuvo utilizando el total del tope según su Nivel 5 en la siguiente operación: 

-843362	5585480081779536	42486244	0	22/12/2025 20:59:40	LOCAL	250000	1	CONSUMO MONEDA LOCAL	 	000000002692432-BAHIA EXPO 2 ASUNCION PRY	APROBADA	SI	ON-LINE	 	001863	5541	R	 	07	20558597	NO

Del cual ya obtuvo su reintegro tope en fecha según datos de Salesforce: 

-BAHIA EXPO 2 ASUNCION PRY
Petropar - Reintegro 50%
22/12/2025
+ 125000.00
➤Información brindada: Informo a titular que el reintegro se renueva semanalmente, la ultima semana según BYC es 22 al 31 de diciembre y según valido operación en CW el mismo ya realizo un pago con TC fecha 22/12/25 por valor 250000 en 000000002692432-BAHIA EXPO 2 ASUNCION PRY del cual ya alcanzo el tope reintegro semanal + 125000.00 (Nivel 5)"
2026-01-01;2026-01-04;9611432;Consulta;Solo nro. caso;09602453
2026-01-01;2026-01-04;9612376;Consulta;Reclamo / revision;Cliente reclama el reintegro por una compra del mes de diciembre  27/12/25 525.000 4 ASUNCION GOLF CLUB -  cliente abono con INFONET - El reintegro solo se procesa si abona con UPAY.- según BYC
2026-01-01;2026-01-04;9612443;Consulta;No aplica / condiciones;Cliente contacta consultando por un reintegro no acreditado correspondiente a una compra gastronómica. Se procede a verificar el comercio en las Bases y Condiciones de la campaña. Se le informa que el local no se encuentra dentro del listado de comercios adheridos/participantes, por lo cual la transacción no aplica para el beneficio solicitado
2026-01-01;2026-01-04;9612447;Consulta;No aplica / condiciones;"➤Motivo del contacto: Cliente se contacta y consulta  porque aun no recibió el reintegro de la compra realizada en fecha 23/12 en box mayorista por el importe de 396950
➤Verificación realizada:  Se visualiza en consulta reintegro que cliente llego al tope la bolsa de supermercado a raiz de una compra realizada en fecha 04/12 por el importe de 303150 en el comercial AO AO, a la compra se le aplico el reintegro del 10%
➤Información brindada:  Se informa que ya obtuvo la totalidad de reintegros para el beneficios de supermercado. Se le indica que en fecha 04/12 fue aplicado el reintegro."
2026-01-01;2026-01-05;9613221;Consulta;No aplica / condiciones;Cliente consulta por reintegro de petropar, mencione al cliente que llego al tope semanal
2026-01-01;2026-01-05;9613960;Consulta;No aplica / condiciones;se le indica que el reintegro no corresponde
2026-01-01;2026-01-05;9614183;Consulta;No aplica / condiciones;"Buenos días 

Cliente se acerca a consultar por la promoción de reyes, se le indica la fecha, los comercios adheridos y consulta si su TC esta a tope si puede acceder a ella, se le indica que debe tener disponible para poder realizar la compra a cuotas.
Saludos."
2026-01-01;2026-01-05;9615208;Consulta;No aplica / condiciones;"Detalles de la compra:

 03/01/2026 11:07 AM
Número de comprobante: 4624447078
PETRO MBARETE CENTRO 50.000
No aplica ya que es por la red dinelco, se detalla en chat"
2026-01-01;2026-01-05;9615265;Consulta;No aplica / condiciones;Cliente se acerca al Ce de Denis Roa a consultar acerca de una compra realizado en el Pop Up de Jhonny Walker de PLG que aun no se le habia reintegrado, correspondiente a la bolsa de tiendas black. Se verifica que el mismo habia alcanzado su tope de reintegro en esa bolsa con un reintegro de bodega boutique el 20/12, que se le habia reintegrado Gs 1.600.000. Este comprende y se retira.
2026-01-01;2026-01-05;9617873;Consulta;No aplica / condiciones;"Consulta, menciono no corresponder por monto mínimo requerido segun ByC, comprende
Cierro caso"
2026-01-01;2026-01-05;9618647;Consulta;Seguimiento interno;"El cliente reclama el reintegro del 25% correspondiente a una compra de Gs. 428.400 realizada en el comercio Ahorrazo con su caja de ahorro, número de comprobante 126010300003387. Le solicito los datos de la transacción para su verificación, cliente facilita. Verifico y le indico que la promoción de Bolsa Kingo y Ahorrazo aplica solo para compras realizadas con la tarjeta de crédito, ya sea de forma física o a través de billeteras digitales (Apple/Google Pay). Debido a que realizó el pago mediante código QR utilizando su caja de ahorro, la operación no califica para el beneficio en este ocasion. Le adjunto BYC de la promoción. No responde.
Realizo llamada saliente VC-02013397 y VC-02013405, no responde, dejo sms de voz."
2026-01-01;2026-01-05;9619137;Consulta;Solo nro. caso;09217473
2026-01-01;2026-01-05;9619996;Consulta;No aplica / condiciones;"Cliente consulta por dos reintegros:
Farmacenter - 24/12 - pos infonet no aplica
Petrobras - 23/12 -  realizo en pos fisico no asi por la app - no aplica segun byc
Se indica lo correspondiente por chat, comprende y agradece."
2026-01-01;2026-01-05;9620790;Consulta;No aplica / condiciones;Cliente consulta por reintegro no aplicado en 2 compras realizadas en fecha 20/12/25 por valor de 100.000gs cada una. en comercio MOISES CONFITERIA y  REINA ARTESANIA. Se indica que compra no aplica a reintegro pues ambos comercios no se encuentran adheridos a la promoción según BYC. Se menciona esto a cliente
2026-01-01;2026-01-05;9621146;Consulta;No aplica / condiciones;Incidencia con llamadas, cliente consulta reintegro reclamado, según BYC y comentarios del caso no corresponde dicho reintegro
2026-01-01;2026-01-05;9621310;Consulta;Reclamo / revision;En contacto con el cliente, reclama sobre reintegro no recibido,  se le indica que en este caso no estaría recibiendo el reintegro debido a que el monto de la compra corresponde a un monto menor para poder recibir el reintegro según las bases y condiciones.
2026-01-01;2026-01-05;9621487;Consulta;No aplica / condiciones;Consulta por la promoción de primera compra con la TC y el tope de la compra
2026-01-01;2026-01-05;9621837;Consulta;No aplica / condiciones;"Cliente reclama reintegro de compra realizada en diciembre.

Reintegro no acreditado: la operación fue realizada en un comercio no adherido a la promoción.

Según BYC, se verifican únicamente los eventos/comercios seleccionados.

Promoción no aplica segun BYC y devolución de Loyalty, cliente informado."
2026-01-01;2026-01-05;9622325;Consulta;Reclamo / revision;Cliente se acerca al ROT reclamando que no recibio el reintegro por las compras realizadas el 20/12/2025 por la promo de 30% de reintegro con un mínimo de compra de 300.000gs, se verifica que la compra realizada en NICE MULTIPLAZA y TODOMODA MULTIPLAZA no alcanza el importe de 300.000gs que indica las bases y condiciones, se informa al cliente via llamada.
2026-01-01;2026-01-05;9622329;Consulta;No aplica / condiciones;Cliente se contacta indicando que no se procesaron reintegros, en una compra en enex que verificamos que fue en el pos de infonet y una compra en petrobras que realizó a través del pos, en ambos caso no aplica el reintegro, ya que en enex solo aplica en pos upay y petrobras solo por la app petrobras premmia.
2026-01-01;2026-01-05;9622594;Consulta;No aplica / condiciones;"CONTACTA CONSULTANDO POR REINTEGRO DE 92.777 FARMACENTER-CAPIATA 8 CAPIATA PRY SE INDICA QUE NO APLICA POR EL METODO DE PAGO 1863 INFONET. 
INDICA QUE ES MUY VUELTERO EL METODO DE APLICAR REINTEGROS, SE INFORMA QUE PUEDE VISUALIZAR LOS COMERCIOS Y MEDIOS DE PAGOS EN LAS BYC."
2026-01-01;2026-01-05;9623363;Consulta;No aplica / condiciones;se le indica que alcanzo tope segun nivel
2026-01-01;2026-01-05;9624614;Consulta;No aplica / condiciones;"➤Motivo del contacto: Consulta sobre costos de pasajes aéreos (alianza con Flybondi) para la ruta Asunción - Argentina y verificación de la capacidad de compra para adquirir dos boletos con un límite de crédito de 5.000.000 Gs.

➤Verificación realizada: Se revisaron las condiciones de la promoción vigente y se asesoró sobre la operatividad de la tarjeta de crédito respecto al límite disponible.

➤Información brindada:

Precios: Se explicó que no es posible informar tarifas fijas, ya que estas varían dinámicamente según las fechas y la duración del viaje.

Beneficio: Se confirmó la vigencia de un 20% de descuento aplicable a las compras realizadas en el sitio web de la aerolínea.

Capacidad de compra: Se indicó que es posible adquirir los dos pasajes, condicionando la aprobación a que el monto total final no supere el límite establecido de la tarjeta."
2026-01-01;2026-01-05;9625177;Consulta;No aplica / condiciones;Cliente consulta por reintegro de compra realizada en CAFÉ MARTÍNEZ ASUNCIÓN, se verifica según BYC que el reintegro únicamente estaría adherido al comercio de ENCARNACIÓN, se informa al cliente que el reintegro no corresponde según BYC.
2026-01-01;2026-01-05;9625247;Consulta;No aplica / condiciones;Información de reintegro no aplica.
2026-01-01;2026-01-05;9625582;Consulta;Solo nro. caso;09622329
2026-01-01;2026-01-05;9625863;Consulta;No aplica / condiciones;"➤Motivo del contacto: Cliente consulta sobre una promoción no aplicada con el comercio Atelier. 
➤Verificación realizada: Se revisó la base de bases y condiciones (ByC) de diciembre (mes de la compra) y no se encontró ninguna promoción vigente con dicho comercio. 
➤Información brindada: Se informa al cliente que no existe registro de la promoción para esa fecha, motivo por el cual no se realizó ningún reintegro."
